0.133344 163 24 233 0.00 9866225
0.272238 31060 6783 71598 84.64 2474889967
0.411133 89136 18534 139360 118.18 6441867907
0.550029 181541 29351 246529 144.82 12116576292
0.688928 275394 45206 358096 170.27 18784503304
0.827824 361146 61114 461699 175.00 25191773621
0.966734 453449 76570 571517 137.45 32951199528
1.10563 548596 91952 683729 159.09 41414059844
1.24453 642580 105683 792749 157.00 50254787594
1.38342 728180 117711 891607 167.18 58307357964
1.52234 815631 130106 992131 88.73 66842755275
1.66137 891783 140703 1079238 133.45 74695337318
1.80026 974571 152638 1174498 172.00 83537038819
1.93929 1053975 164373 1266024 151.55 91736840174
2.07819 1131484 175308 1354594 161.55 99984163678
2.21709 1209861 185916 1443677 138.27 108217641780
2.35599 1285715 196818 1530568 112.55 116138246941
2.49489 1361634 207075 1616918 134.91 123722430595
2.63379 1437215 217523 1703067 145.82 131814615739
2.77269 1511009 227704 1787169 131.09 139235475742
2.91158 1583700 238009 1870274 135.91 146432458390
3.05048 1659132 249078 1956952 135.82 153826949876
3.18937 1730138 259476 2038491 151.45 160940099342
3.32826 1799456 270263 2118701 162.09 167939684584
3.46716 1873130 282074 2204376 103.09 175208863623
3.60607 1939771 291707 2280799 112.09 181611752641
3.74496 2009333 302006 2360779 169.00 188285127734
3.88385 2076999 313047 2439625 63.55 194963236167
4.02275 2141279 323322 2514319 88.64 201621653786
4.16167 2197123 331638 2578576 104.18 207680311610
4.30057 2250407 340292 2640647 119.00 213313257105
4.43949 2303905 348638 2702767 105.00 218512132487
4.57841 2355361 356644 2762305 26.09 223533106068
4.71735 2400229 364507 2815071 73.27 227971590938
4.85629 2441096 369925 2861618 73.82 232794407570
4.9953 2480878 375492 2906138 68.82 236816138755
5.13447 2518682 381140 2950269 80.00 240496769915
5.27373 2560869 387276 2997653 90.73 244851419071
5.4127 2609452 393569 3053895 102.82 249181359761
5.55176 2657888 398863 3107174 89.27 253343059969
5.6908 2704958 405169 3160787 102.45 257227092235
5.82973 2751837 412818 3214534 65.73 261592919887
5.96869 2800762 420846 3271905 100.09 265870305265
6.10761 2846322 428722 3326670 91.73 269644516081
6.24657 2889905 436816 3377378 82.27 273643800683
6.38548 2935343 446551 3432949 84.27 277953430799
6.52439 2983253 455161 3488665 35.55 282785772006
6.66328 3025950 465282 3541441 53.45 286814714878
6.80222 3078546 475172 3606104 85.82 291353572882
6.94112 3135064 485001 3672382 92.18 296038399682
7.08001 3185219 494606 3731823 47.73 300611640514
7.21891 3234112 504931 3791863 70.55 304898269346
7.3578 3285708 513618 3851536 79.82 309141165213
7.49669 3331469 522538 3905966 84.00 312987161646
7.6356 3384479 531683 3968049 159.27 317641226987
7.7745 3430196 541126 4024258 51.09 321737950704
7.91342 3484612 548968 4086221 53.73 326536464688
8.05233 3536221 558246 4147680 64.36 331168365745
8.19123 3588592 569275 4211325 75.64 335761680555
8.33014 3639038 580438 4272436 127.27 340036903271
8.46904 3687723 589441 4330311 87.00 343937804433
8.60793 3732589 599247 4384896 104.64 347864827914
8.74683 3780212 609854 4442449 128.45 352367955665
8.88572 3827319 622544 4502903 118.27 356687447109
